nome_bairro,desc_atividade,nome_grupo,n
SAO JOSE,IMPRESSÃO DE MATERIAL DE SEGURANÇA,"FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",1
SAO JOSE,INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS INDUSTRIAIS,"INSTALACAO, COLOCACAO E MONTAGEM",1
SAO JOSE,INSTALAÇÃO E MANUTENÇÃO ELÉTRICA,CONSERVAÇÃO E LIMPEZA,1
SAO JOSE,INSTALAÇÕES DE SISTEMA DE PREVENÇÃO CONTRA INCÊNDIO,CONSTRUCAO CIVIL,1
SAO JOSE,MANUTEN E REP DE APAR ELETROMÉDICOS E ELETROTERAPÊUTICOS E EQUIP DE IRRADIAÇÃO,CONSERVAÇÃO E LIMPEZA,1
SAO JOSE,MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS MOTRIZES NÃO-ELÉTRICAS,CONSERVAÇÃO E LIMPEZA,1
SAO JOSE,MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS-FERRAMENTA,CONSERVAÇÃO E LIMPEZA,1
SAO JOSE,"MANUTENÇÃO E REPARAÇÃO DE TANQUES, RESERV METÁLICOS E CALDEIRAS, EXC P/ VEÍCULOS",CONSERVAÇÃO E LIMPEZA,1
SAO JOSE,MONTAGEM DE ESTRUTURAS METÁLICAS,CONSTRUCAO CIVIL,1
SAO JOSE,OPERADORAS DE TELEVISÃO POR ASSINATURA POR SATÉLITE,TRANSPORTE E COMUNICACAO,1
SAO JOSE,OUTRAS ATIVIDADES DE PRESTACAO DE SERVICOS DE INFORMACAO N/ ESPECIF ANTERIORMENTE,SERVICOS DE INFORMATICA,1
SAO JOSE,OUTRAS ATIVIDADES DE TELECOMUNICAÇÕES NÃO ESPECIFICADAS ANTERIORMENTE,TRANSPORTE E COMUNICACAO,1
SAO JOSE,"OUTRAS ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS N/ ESPECIFICAD ANTERIORMENTE",TECNICO-CIENTIFICO,1
SAO JOSE,OUTRAS OBRAS DE INSTALAÇÕES EM CONSTRUÇÕES NÃO ESPECIFICADAS ANTERIORMENTE,"INSTALACAO, COLOCACAO E MONTAGEM",1
SAO JOSE,"OUTROS SERVIÇOS DE ACABAMENTO EM FIOS, TECIDOS, ARTEF TÊXT E PEÇAS DO VESTUÁRIO",OUTROS SERVICOS,1
SAO JOSE,PADARIA E CONFEITARIA COM PREDOMINÂNCIA DE REVENDA,OUTRAS ATIVIDADES VAREJISTAS,1
SAO JOSE,PERITOS E AVALIADORES DE SEGUROS,TECNICO-CIENTIFICO,1
SAO JOSE,PINTURA PARA SINALIZAÇÃO EM PISTAS RODOVIÁRIAS E AEROPORTOS,CONSERVAÇÃO E LIMPEZA,1
SAO JOSE,PREPARAÇÃO DE MASSA DE CONCRETO E ARGAMASSA PARA CONSTRUÇÃO,INDUSTRIA GERAL,1
SAO JOSE,PRODUÇÃO DE ESPETÁCULOS DE DANÇA,DIVERSOES PUBLICAS,1
SAO JOSE,PRODUÇÃO DE OUTROS TUBOS DE FERRO E AÇO,INDUSTRIA GERAL,1
SAO JOSE,PROMOÇÃO DE VENDAS,OUTROS SERVICOS,1
SAO JOSE,"RECUPERAÇÃO DE MATERIAIS METÁLICOS, EXCETO ALUMÍNIO",CONSERVAÇÃO E LIMPEZA,1
SAO JOSE,REFORMA DE PNEUMÁTICOS USADOS,CONSERVAÇÃO E LIMPEZA,1
SAO JOSE,REPARAÇÃO DE ARTIGOS DO MOBILIÁRIO,CONSERVAÇÃO E LIMPEZA,1
SAO JOSE,REPARAÇÃO E MANUTENÇÃO DE EQUIPAMENTOS DE COMUNICAÇÃO,CONSERVAÇÃO E LIMPEZA,1
SAO JOSE,"REPRESENTANTES COMERCIAIS E AGENTES DO COM DE MADEIRA, MATDE CONST E FERRAGENS","REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",1
SAO JOSE,"REPRESENTANTES COMERCIAIS E AGENTES DO COM DE MÁQ, EQUIP, EMBARC E AERONAVES","REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",1
SAO JOSE,REPRESENTANTES COMERCIAIS E AGENTES DO COMÉRCIO DE VEÍCULOS AUTOMOTORES,"REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",1
SAO JOSE,SELEÇÃO E AGENCIAMENTO DE MÃO-DE-OBRA,FORNECIMENTO DE MAO-DE-OBRA,1
SAO JOSE,SERVIÇO DE TÁXI,TRANSPORTE E COMUNICACAO,1
SAO JOSE,SERVIÇO DE TÁXI AÉREO E LOCAÇÃO DE AERONAVES COM TRIPULAÇÃO,TRANSPORTE E COMUNICACAO,1
SAO JOSE,SERVIÇOS DE ALIMENTAÇÃO PARA EVENTOS E RECEPÇÕES - BUFÊ,OUTROS SERVICOS,1
SAO JOSE,Servicos de corte e dobra de metais,OUTROS SERVICOS,1
SAO JOSE,Servicos de encadernacao e plastificacao,"FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",1
SAO JOSE,SERVIÇOS DE MONTAGEM DE MÓVEIS DE QUALQUER MATERIAL,"INSTALACAO, COLOCACAO E MONTAGEM",1
SAO JOSE,SERVIÇOS DE PRÉ-IMPRESSÃO,"FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",1
SAO JOSE,SERVIÇOS DE PRÓTESE DENTÁRIA,SAUDE,1
SAO JOSE,SOCIEDADE SEGURADORA DE SEGUROS VIDA,INSTITUICOES FINANCEIRAS E SECURITARIAS,1
SAO JOSE,"TRANSP RODOV COLET DE PASSAG, COM ITINER FIXO, INTERMUNIC, EXC EM REG METROPOLITAN",TRANSPORTE E COMUNICACAO,1
SAO JOSE,"TRANSP RODOV DE CARGA, EXC PROD PERIG E MUDAN, INTERMUN, INTEREST E INTERNACIONAL",TRANSPORTE E COMUNICACAO,1
SITIO DOS PINTOS,"ATIVID DE ASSIS PSICOSSOC E À SAÚDE A POR DE DIS PSÍQ, DEF MENTAL E DEP QUÍM N/ ESP ANT","SERVICOS PUBLICOS, COMUNITARIOS E SOCIAIS",1
SITIO DOS PINTOS,INSTALAÇÃO E MANUTENÇÃO ELÉTRICA,CONSERVAÇÃO E LIMPEZA,1
SITIO DOS PINTOS,REPRESENTANTES COMERCIAIS E AGENTES DO COM DE MERCAD EM GERAL N/ ESPECIALIZADO,"REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",1
SITIO DOS PINTOS,RESTAURANTES E SIMILARES,OUTRAS ATIVIDADES VAREJISTAS,1
SITIO DOS PINTOS,SERVIÇOS ADVOCATÍCIOS,"JURIDICO, ECONOMICO E TECNICO ADMINISTRATIVO",1
SOLEDADE,ADMINISTRAÇÃO PÚBLICA EM GERAL,"SERVICOS PUBLICOS, COMUNITARIOS E SOCIAIS",1
SOLEDADE,AGÊNCIAS DE VIAGENS,"TURISMO, HOSPEDAGEM E ASSEMELHADOS",1
SOLEDADE,ATIVIDADES DE ASSISTÊNCIA SOCIAL PRESTEM RESIDÊNC COLET E PARTICULARES N/ ESP ANTER,"SERVICOS PUBLICOS, COMUNITARIOS E SOCIAIS",1
SOLEDADE,ATIVIDADES DE ATEND EM PRONTO-SOCORRO E UNIDADES HOSPITALARES P/ ATEND A URGÊNC,SAUDE,1
SOLEDADE,ATIVIDADES DE CONDICIONAMENTO FÍSICO,BELEZA E HIGIENE PESSOAL,1
SOLEDADE,ATIVIDADES DE CONTABILIDADE,"JURIDICO, ECONOMICO E TECNICO ADMINISTRATIVO",1
SOLEDADE,Atividades de design não especificadas anteriormente,TECNICO-CIENTIFICO,1
SOLEDADE,ATIVIDADES DE EXIBIÇÃO CINEMATOGRÁFICA,DIVERSOES PUBLICAS,1
SOLEDADE,ATIVIDADES DE FISIOTERAPIA,SAUDE,1
SOLEDADE,Atividades de monitoramento de sistemas de segurança eletrônico,GUARDA E LOCACAO DE BENS MOVEIS,1
SOLEDADE,"ATIVIDADES DE PRODUÇÃO CINEMATOGRÁFICA, DE VÍDEOS E DE PROG DE TELEV N/ ESP ANTER","FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",1
SOLEDADE,ATIVIDADES DE PROFISSIONAIS DA ÁREA DE SAÚDE NÃO ESPECIFICADAS ANTERIORMENTE,SAUDE,1
SOLEDADE,BANCOS COOPERATIVOS,INSTITUICOES FINANCEIRAS E SECURITARIAS,1
SOLEDADE,CANTINAS - SERVIÇOS DE ALIMENTAÇÃO PRIVATIVOS,OUTRAS ATIVIDADES VAREJISTAS,1
SOLEDADE,CASAS LOTÉRICAS,INSTITUICOES FINANCEIRAS E SECURITARIAS,1
SOLEDADE,"CLUBES SOCIAIS, ESPORTIVOS E SIMILARES","SERVICOS PUBLICOS, COMUNITARIOS E SOCIAIS",1
SOLEDADE,"COM VAR DE MERC EM GERAL, COM PREDOM DE PROD ALIM - MINIMERC, MERC E ARMAZÉNS",OUTRAS ATIVIDADES VAREJISTAS,1
SOLEDADE,COM VAREJ DE PROD ALIMENT EM GERAL OU ESPECIALIZ EM PROD ALIMENT N/ ESP ANTERIORM,OUTRAS ATIVIDADES VAREJISTAS,1
SOLEDADE,COMÉRCIO A VAREJO DE PEÇAS E ACESSÓRIOS NOVOS PARA VEÍCULOS AUTOMOTORES,"ELETRODOMESTICO, VEICULO, PECAS E ACESSORIOS",1
SOLEDADE,"COMÉRCIO ATAC DE MERC EM GERAL, SEM PREDOMIN DE ALIMENT OU DE INSUMOS AGROPEC",COMERCIO ATACADISTA,1
SOLEDADE,COMÉRCIO ATACADISTA DE AÇÚCAR,COMERCIO ATACADISTA,1
SOLEDADE,COMÉRCIO ATACADISTA DE COSMÉTICOS E PRODUTOS DE PERFUMARIA,COMERCIO ATACADISTA,1
SOLEDADE,COMÉRCIO ATACADISTA DE MÁQUINAS E EQUIPAMENTOS P/ USO COMERCIAL/ PARTES E PEÇAS,COMERCIO ATACADISTA,1
SOLEDADE,COMÉRCIO VAREJISTA DE ANTIGÜIDADES,OUTRAS ATIVIDADES VAREJISTAS,1
SOLEDADE,COMÉRCIO VAREJISTA DE ARTIGOS MÉDICOS E ORTOPÉDICOS,OUTRAS ATIVIDADES VAREJISTAS,1
SOLEDADE,COMÉRCIO VAREJISTA DE BRINQUEDOS E ARTIGOS RECREATIVOS,OUTRAS ATIVIDADES VAREJISTAS,1
SOLEDADE,COMÉRCIO VAREJISTA DE COMBUSTÍVEIS PARA VEÍCULOS AUTOMOTORES,OUTRAS ATIVIDADES VAREJISTAS,1
SOLEDADE,"COMÉRCIO VAREJISTA DE COSMÉTICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL",OUTRAS ATIVIDADES VAREJISTAS,1
SOLEDADE,"COMÉRCIO VAREJISTA DE DOCES, BALAS, BOMBONS E SEMELHANTES",OUTRAS ATIVIDADES VAREJISTAS,1
SOLEDADE,COMÉRCIO VAREJISTA DE EQUIPAMENTOS PARA ESCRITÓRIO,OUTRAS ATIVIDADES VAREJISTAS,1
SOLEDADE,COMÉRCIO VAREJISTA DE JORNAIS E REVISTAS,OUTRAS ATIVIDADES VAREJISTAS,1
SOLEDADE,COMÉRCIO VAREJISTA DE MATERIAIS DE CONSTRUÇÃO NÃO ESPECIFICADOS ANTERIORMENTE,OUTRAS ATIVIDADES VAREJISTAS,1
SOLEDADE,COMÉRCIO VAREJISTA DE MÓVEIS,OUTRAS ATIVIDADES VAREJISTAS,1
SOLEDADE,COMÉRCIO VAREJISTA DE OUTROS ARTIGOS DE USO DOMÉSTICO NÃO ESPECIF ANTERIORMENTE,OUTRAS ATIVIDADES VAREJISTAS,1
SOLEDADE,COMÉRCIO VAREJISTA DE OUTROS PRODUTOS NÃO ESPECIFICADOS ANTERIORMENTE,OUTRAS ATIVIDADES VAREJISTAS,1
SOLEDADE,"COMÉRCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS",OUTRAS ATIVIDADES VAREJISTAS,1
SOLEDADE,"CONFECÇÃO, SOB MEDIDA, DE ROUPAS PROFISSIONAIS",OUTROS SERVICOS,1
SOLEDADE,CORRETAGEM NO ALUGUEL DE IMÓVEIS,"REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",1
SOLEDADE,CURSOS PREPARATÓRIOS PARA CONCURSOS,EDUCACAO,1
SOLEDADE,"DECORAÇÃO, LAPIDAÇÃO, GRAVAÇÃO, VITRIF E OUT TRAB EM CERÂM, LOUÇA, VIDRO E CRISTAL",CONSERVAÇÃO E LIMPEZA,1
SOLEDADE,Edição de jornais diários,"FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",1
SOLEDADE,EDIÇÃO DE LIVROS,"FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",1
SOLEDADE,EDUCAÇÃO SUPERIOR - PÓS-GRADUAÇÃO E EXTENSÃO,EDUCACAO,1
SOLEDADE,ENSINO FUNDAMENTAL,EDUCACAO,1
SOLEDADE,ENSINO MÉDIO,EDUCACAO,1
SOLEDADE,FABRICAÇÃO DE ARTEFATOS TÊXTEIS PARA USO DOMÉSTICO,INDUSTRIA GERAL,1
SOLEDADE,Fabricacao de produtos de padaria e confeitaria com predominancia de producao propria,INDUSTRIA GERAL,1
SOLEDADE,FABRICAÇÃO DE PRODUTOS DE PAPEL P/ USO DOMÉST E HIGIÊNICO-SANITÁRIO N/ ESP ANTERIOR,INDUSTRIA GERAL,1
SOLEDADE,FABRICAÇÃO DE TECIDOS DE MALHA,INDUSTRIA GERAL,1
SOLEDADE,FORMAÇÃO DE CONDUTORES,EDUCACAO,1
SOLEDADE,IMPRESSÃO DE JORNAIS,"FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",1
SOLEDADE,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,CONSTRUCAO CIVIL,1
SOLEDADE,"INSTALAÇÃO DE PORTAS, JANELAS, TETOS, DIVISÓRIAS E ARMÁR EMBUT DE QUALQ MATERIAL","INSTALACAO, COLOCACAO E MONTAGEM",1
SOLEDADE,INSTALAÇÃO E MANUTENÇÃO ELÉTRICA,CONSERVAÇÃO E LIMPEZA,1
SOLEDADE,LIMPEZA EM PRÉDIOS E EM DOMICÍLIOS,CONSERVAÇÃO E LIMPEZA,1
SOLEDADE,"MANUTENÇÃO E REPAR DE MÁQ E EQUIP P/ A IND TÊXTIL, DO VEST, DO COURO E CALÇADOS",CONSERVAÇÃO E LIMPEZA,1
SOLEDADE,MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS E EQUIP P/ USO GERAL N/ ESP ANTERIORMENTE,CONSERVAÇÃO E LIMPEZA,1
SOLEDADE,"MONTAG E INST DE SIST E EQUIP DE ILUM E SINALIZ EM VIAS PÚBLICAS, PORTOS E AEROPORTOS","INSTALACAO, COLOCACAO E MONTAGEM",1
SOLEDADE,OUTRAS ATIVIDADES AUXILIARES DOS TRANSPORTES TERRESTRES N/ ESPECIF ANTERIORMENTE,TRANSPORTE E COMUNICACAO,1
SOLEDADE,OUTRAS ATIVIDADES DE PRESTACAO DE SERVICOS DE INFORMACAO N/ ESPECIF ANTERIORMENTE,SERVICOS DE INFORMATICA,1
SOLEDADE,Outras atividades de serviços de segurança,GUARDA E LOCACAO DE BENS MOVEIS,1
SOLEDADE,OUTRAS OBRAS DE ENGENHARIA CIVIL NÃO ESPECIFICADAS ANTERIORMENTE,CONSTRUCAO CIVIL,1
SOLEDADE,"OUTRAS SOCIEDADES DE PARTICIPAÇÃO, EXCETO HOLDINGS",INSTITUICOES FINANCEIRAS E SECURITARIAS,1
SOLEDADE,PREVIDÊNCIA COMPLEMENTAR FECHADA,INSTITUICOES FINANCEIRAS E SECURITARIAS,1
SOLEDADE,PRODUÇÃO MUSICAL,DIVERSOES PUBLICAS,1
SOLEDADE,PROMOÇÃO DE VENDAS,OUTROS SERVICOS,1
SOLEDADE,REPARAÇÃO E MANUTENÇÃO DE EQUIPAMENTOS DE COMUNICAÇÃO,CONSERVAÇÃO E LIMPEZA,1
SOLEDADE,REPRESENTANTES COM E AGENTES DO COM DE INST E MAT ODONTO-MÉDICO-HOSPITALARES,"REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",1
SOLEDADE,"REPRESENTANTES COMERCIAIS E AGENTES DO COM DE MÁQ, EQUIP, EMBARC E AERONAVES","REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",1
SOLEDADE,SEDES DE EMPRESAS E UNIDADES ADMINISTRATIVAS LOCAI,"JURIDICO, ECONOMICO E TECNICO ADMINISTRATIVO",1
SOLEDADE,SEGURIDADE SOCIAL OBRIGATÓRIA,"SERVICOS PUBLICOS, COMUNITARIOS E SOCIAIS",1
SOLEDADE,SERVIÇOS DE AGRONOMIA E DE CONSULTORIA ÀS ATIVIDADES AGRÍCOLAS E PECUÁRIAS,"CONTABILIDADE, CONSULTORIA E ASSESSORIA",1
SOLEDADE,"SERVIÇOS DE APOIO AO TRANSPORTE POR TÁXI, INCLUSIVE CENTRAIS DE CHAMADA",TRANSPORTE E COMUNICACAO,1
SOLEDADE,SERVIÇOS DE ASSISTÊNCIA SOCIAL SEM ALOJAMENTO,"SERVICOS PUBLICOS, COMUNITARIOS E SOCIAIS",1
SOLEDADE,SERVIÇOS DE BORRACHARIA PARA VEÍCULOS AUTOMOTORES,CONSERVAÇÃO E LIMPEZA,1
SOLEDADE,SERVIÇOS DE ENGENHARIA,CONSTRUCAO CIVIL,1
SOLEDADE,SERVIÇOS DE ENTREGA RÁPIDA,"REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",1
SOLEDADE,"SERVIÇOS DE LAVAGEM, LUBRIFICAÇÃO E POLIMENTO DE VEÍCULOS AUTOMOTORES",CONSERVAÇÃO E LIMPEZA,1
SOLEDADE,"TRATAMENTO DE DADOS, PROVEDORES DE SERV DE APLIC E SERV DE HOSPED NA INTERNET",SERVICOS DE INFORMATICA,1
TAMARINEIRA,"AGENCIAMENTO DE PROFISSIONAIS PARA ATIVIDADES ESPORTIVAS, CULTURAIS E ARTÍSTICAS",FORNECIMENTO DE MAO-DE-OBRA,1
TAMARINEIRA,"ALUGUEL DE FITAS DE VÍDEO, DVDS E SIMILARES",GUARDA E LOCACAO DE BENS MOVEIS,1
TAMARINEIRA,"ALUGUEL DE MÓVEIS, UTENSÍLIOS E APAR DE USO DOMÉST E PESSOAL/ INSTRUMENT MUSICAIS",GUARDA E LOCACAO DE BENS MOVEIS,1
TAMARINEIRA,"ARTES CENICAS, ESPETACULOS E ATIVIDADES COMPLEMENTARES NAO ESPECIF ANTERIORMENTE",DIVERSOES PUBLICAS,1
TAMARINEIRA,"ATIVIDADES DE APOIO À EDUCAÇÃO, EXCETO CAIXAS ESCOLARES",EDUCACAO,1
TAMARINEIRA,ATIVIDADES DE ASSOCIAÇÕES DE DEFESA DE DIREITOS SOCIAIS,"SERVICOS PUBLICOS, COMUNITARIOS E SOCIAIS",1
TAMARINEIRA,Atividades de design não especificadas anteriormente,TECNICO-CIENTIFICO,1
TAMARINEIRA,Atividades de estetica e outros servicos de cuidados com a beleza,BELEZA E HIGIENE PESSOAL,1
TAMARINEIRA,ATIVIDADES DE EXIBIÇÃO CINEMATOGRÁFICA,DIVERSOES PUBLICAS,1
TAMARINEIRA,ATIVIDADES DE FORNEC DE INFRA-ESTRUTURA DE APOIO E ASSIST A PACIENTE NO DOMICÍLIO,SAUDE,1
TAMARINEIRA,ATIVIDADES DE ORGANIZAÇÕES RELIGIOSAS OU FILOSOFICAS,"SERVICOS PUBLICOS, COMUNITARIOS E SOCIAIS",1
TAMARINEIRA,ATIVIDADES DE ORGANIZAÇÕES SINDICAIS,"SERVICOS PUBLICOS, COMUNITARIOS E SOCIAIS",1
TAMARINEIRA,"ATIVIDADES DE PRODUÇÃO CINEMATOGRÁFICA, DE VÍDEOS E DE PROG DE TELEV N/ ESP ANTER","FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",1
TAMARINEIRA,ATIVIDADES DE PSICOLOGIA E PSICANÁLISE,SAUDE,1
TAMARINEIRA,ATIVIDADES DE SONORIZAÇÃO E DE ILUMINAÇÃO,OUTROS SERVICOS,1
TAMARINEIRA,ATIVIDADES VETERINÁRIAS,VETERINARIO E SIMILARES,1
TAMARINEIRA,BANCOS COMERCIAIS,INSTITUICOES FINANCEIRAS E SECURITARIAS,1
TAMARINEIRA,"BANCOS MÚLTIPLOS, COM CARTEIRA COMERCIAL",INSTITUICOES FINANCEIRAS E SECURITARIAS,1
TAMARINEIRA,"Bares e outros estabelecimentos especializados em servir bebidas, com entretenimento",OUTRAS ATIVIDADES VAREJISTAS,1
TAMARINEIRA,CANTINAS - SERVIÇOS DE ALIMENTAÇÃO PRIVATIVOS,OUTRAS ATIVIDADES VAREJISTAS,1
TAMARINEIRA,"CAPTAÇÃO, TRATAMENTO E DISTRIBUIÇÃO DE ÁGUA","SERVICOS PUBLICOS, COMUNITARIOS E SOCIAIS",1
TAMARINEIRA,CARTÓRIOS,"SERVICOS PUBLICOS, COMUNITARIOS E SOCIAIS",1
TAMARINEIRA,CASAS LOTÉRICAS,INSTITUICOES FINANCEIRAS E SECURITARIAS,1
TAMARINEIRA,"COM VAR DE MERC EM GERAL, COM PREDOMIN DE PROD ALIMENTÍCIOS - HIPERMERCADOS",SUPERMERCADOS E LOJAS DE DEPARTAMENTOS,1
TAMARINEIRA,"COM VAR DE MERC EM GERAL, COM PREDOMIN DE PROD ALIMENTÍCIOS - SUPERMERCADOS",SUPERMERCADOS E LOJAS DE DEPARTAMENTOS,1
TAMARINEIRA,"COMÉRCIO A VAREJO DE AUTOMÓVEIS, CAMIONETAS E UTILITÁRIOS NOVOS","ELETRODOMESTICO, VEICULO, PECAS E ACESSORIOS",1
TAMARINEIRA,"COMÉRCIO A VAREJO DE AUTOMÓVEIS, CAMIONETAS E UTILITÁRIOS USADOS","ELETRODOMESTICO, VEICULO, PECAS E ACESSORIOS",1
TAMARINEIRA,COMÉRCIO A VAREJO DE PEÇAS E ACESSÓRIOS USADOS PARA VEÍCULOS AUTOMOTORES,"ELETRODOMESTICO, VEICULO, PECAS E ACESSORIOS",1
TAMARINEIRA,COMÉRCIO ATACADISTA DE BOMBAS E COMPRESSORES/ PARTES E PEÇAS,COMERCIO ATACADISTA,1
TAMARINEIRA,COMÉRCIO ATACADISTA DE EQUIPAMENTOS ELÉTRICOS DE USO PESSOAL E DOMÉSTICO,COMERCIO ATACADISTA,1
TAMARINEIRA,COMÉRCIO ATACADISTA DE MADEIRA E PRODUTOS DERIVADOS,COMERCIO ATACADISTA,1
TAMARINEIRA,COMÉRCIO ATACADISTA DE MÁQUINAS E EQUIPAMENTOS P/ USO INDUSTRIAL/ PARTES E PEÇAS,COMERCIO ATACADISTA,1
TAMARINEIRA,COMÉRCIO ATACADISTA DE MEDICAMENTOS E DROGAS DE USO HUMANO,COMERCIO ATACADISTA,1
TAMARINEIRA,COMÉRCIO ATACADISTA DE OUTRAS MÁQUINAS E EQUIPAMENTOS N/ ESP ANT/ PARTES E PEÇAS,COMERCIO ATACADISTA,1
TAMARINEIRA,COMÉRCIO POR ATACADO DE PEÇAS E ACESSÓRIOS NOVOS PARA VEÍCULOS AUTOMOTORES,COMERCIO ATACADISTA,1
TAMARINEIRA,COMÉRCIO VAREJISTA DE BICICLETAS E TRICICLOS/ PEÇAS E ACESSÓRIOS,OUTRAS ATIVIDADES VAREJISTAS,1
TAMARINEIRA,COMÉRCIO VAREJISTA DE BRINQUEDOS E ARTIGOS RECREATIVOS,OUTRAS ATIVIDADES VAREJISTAS,1
TAMARINEIRA,COMÉRCIO VAREJISTA DE COMBUSTÍVEIS PARA VEÍCULOS AUTOMOTORES,OUTRAS ATIVIDADES VAREJISTAS,1
TAMARINEIRA,COMÉRCIO VAREJISTA DE LATICÍNIOS E FRIOS,OUTRAS ATIVIDADES VAREJISTAS,1
TAMARINEIRA,COMÉRCIO VAREJISTA DE LIVROS,OUTRAS ATIVIDADES VAREJISTAS,1
TAMARINEIRA,COMÉRCIO VAREJISTA DE MADEIRA E ARTEFATOS,OUTRAS ATIVIDADES VAREJISTAS,1
TAMARINEIRA,COMÉRCIO VAREJISTA DE MEDICAMENTOS VETERINÁRIOS,OUTRAS ATIVIDADES VAREJISTAS,1
TAMARINEIRA,COMÉRCIO VAREJISTA DE MÓVEIS,OUTRAS ATIVIDADES VAREJISTAS,1
TAMARINEIRA,COMÉRCIO VAREJISTA DE PLANTAS E FLORES NATURAIS,OUTRAS ATIVIDADES VAREJISTAS,1
TAMARINEIRA,"COMÉRCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS",OUTRAS ATIVIDADES VAREJISTAS,1
TAMARINEIRA,COMÉRCIO VAREJISTA DE TECIDOS,OUTRAS ATIVIDADES VAREJISTAS,1
TAMARINEIRA,CONDOMÍNIOS PREDIAIS,"SERVICOS PUBLICOS, COMUNITARIOS E SOCIAIS",1
TAMARINEIRA,"CONFECÇÃO DE ROUPAS PROFISSIONAIS, EXCETO SOB MEDIDA",INDUSTRIA GERAL,1
TAMARINEIRA,CORRETAGEM NA COMPRA E VENDA E AVALIAÇÃO DE IMÓVEIS,"REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",1
TAMARINEIRA,CORRETAGEM NO ALUGUEL DE IMÓVEIS,"REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",1
TAMARINEIRA,DEPOSITO DE MERCADORIAS PROPRIAS,GUARDA E LOCACAO DE BENS MOVEIS,1
TAMARINEIRA,Desenvolvimento de programas de computador sob encomenda,SERVICOS DE INFORMATICA,1
TAMARINEIRA,DESIGN DE INTERIORES,TECNICO-CIENTIFICO,1
TAMARINEIRA,Edição de jornais diários,"FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",1
TAMARINEIRA,ENSINO DE ARTE E CULTURA NÃO ESPECIFICADO ANTERIORMENTE,EDUCACAO,1
TAMARINEIRA,ENSINO DE DANÇA,EDUCACAO,1
TAMARINEIRA,ENSINO DE IDIOMAS,EDUCACAO,1
TAMARINEIRA,ESTACIONAMENTO DE VEÍCULOS,GUARDA E LOCACAO DE BENS MOVEIS,1
TAMARINEIRA,ESTÚDIOS CINEMATOGRÁFICOS,"FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",1
TAMARINEIRA,EXPLORAÇÃO DE JOGOS ELETRÔNICOS RECREATIVOS,DIVERSOES PUBLICAS,1
TAMARINEIRA,"FAB DE PROD DE PAPEL, CART, PAP-CART E PAP OND P/ USO COM E DE ESC, EXC FOR CONTÍN",INDUSTRIA GERAL,1
TAMARINEIRA,FABRICAÇÃO DE ALIMENTOS E PRATOS PRONTOS,INDUSTRIA GERAL,1
TAMARINEIRA,"FABRICAÇÃO DE ARTEFATOS DIVERSOS DE MADEIRA, EXCETO MÓVEIS",INDUSTRIA GERAL,1
TAMARINEIRA,"FABRICAÇÃO DE ARTIGOS PARA VIAGEM, BOLSAS E SEMELHANTES DE QUALQUER MATERIAL",INDUSTRIA GERAL,1
TAMARINEIRA,FABRICAÇÃO DE BISCOITOS E BOLACHAS,INDUSTRIA GERAL,1
TAMARINEIRA,FABRICAÇÃO DE ESQUADRIAS DE METAL,INDUSTRIA GERAL,1
TAMARINEIRA,FABRICAÇÃO DE LATICÍNIOS,INDUSTRIA GERAL,1
TAMARINEIRA,"FABRICAÇÃO DE ÓLEOS VEGETAIS REFINADOS, EXCETO ÓLEO DE MILHO",INDUSTRIA GERAL,1
TAMARINEIRA,FABRICAÇÃO DE SORVETES E OUTROS GELADOS COMESTÍVEIS,INDUSTRIA GERAL,1
TAMARINEIRA,"Fabricacao de velas,  inclusive decorativas",INDUSTRIA GERAL,1
TAMARINEIRA,FORMAÇÃO DE CONDUTORES,EDUCACAO,1
