nome_bairro,nome_grupo,desc_atividade,total,n
IPSEP,"INSTALACAO, COLOCACAO E MONTAGEM","MONTAG E INST DE SIST E EQUIP DE ILUM E SINALIZ EM VIAS PÚBLICAS, PORTOS E AEROPORTOS",25029,1
IPSEP,"INSTALACAO, COLOCACAO E MONTAGEM",OUTRAS OBRAS DE INSTALAÇÕES EM CONSTRUÇÕES NÃO ESPECIFICADAS ANTERIORMENTE,25029,1
IPSEP,"INSTALACAO, COLOCACAO E MONTAGEM",SERVIÇOS DE MONTAGEM DE MÓVEIS DE QUALQUER MATERIAL,25029,1
IPSEP,INSTITUICOES FINANCEIRAS E SECURITARIAS,"CORRETORES E AGENTES DE SEGUROS, DE PLANOS DE PREVID COMPLEMENTAR E DE SAÚDE",25029,1
IPSEP,INSTITUICOES FINANCEIRAS E SECURITARIAS,"OUTRAS SOCIEDADES DE PARTICIPAÇÃO, EXCETO HOLDINGS",25029,1
IPSEP,INSTITUICOES FINANCEIRAS E SECURITARIAS,SOCIEDADE SEGURADORA DE SEGUROS VIDA,25029,1
IPSEP,OUTRAS ATIVIDADES VAREJISTAS,Comércio a varejo de peças e acessórios usados para motocicletas e motonetas,25029,1
IPSEP,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE ANIMAIS VIVOS E DE ARTIGOS E ALIMENTOS PARA ANIMAIS DE ESTIMAÇÃO,25029,1
IPSEP,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE ARTIGOS DE ÓPTICA,25029,1
IPSEP,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE ARTIGOS ESPORTIVOS,25029,1
IPSEP,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE ARTIGOS MÉDICOS E ORTOPÉDICOS,25029,1
IPSEP,OUTRAS ATIVIDADES VAREJISTAS,"COMÉRCIO VAREJISTA DE DISCOS, CDS, DVDS E FITAS",25029,1
IPSEP,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE FOGOS DE ARTIFÍCIO E ARTIGOS PIROTÉCNICOS,25029,1
IPSEP,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE GÁS LIQÜEFEITO DE PETRÓLEO (GLP),25029,1
IPSEP,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE LIVROS,25029,1
IPSEP,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE LUBRIFICANTES,25029,1
IPSEP,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE MATERIAIS DE CONSTRUÇÃO EM GERAL,25029,1
IPSEP,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE MEDICAMENTOS VETERINÁRIOS,25029,1
IPSEP,OUTRAS ATIVIDADES VAREJISTAS,COMERCIO VAREJISTA DE MERCADORIAS EM LOJAS DE CONVENIENCIA,25029,1
IPSEP,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE OUTROS ARTIGOS DE USO DOMÉSTICO NÃO ESPECIF ANTERIORMENTE,25029,1
IPSEP,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE OUTROS PRODUTOS NÃO ESPECIFICADOS ANTERIORMENTE,25029,1
IPSEP,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE PLANTAS E FLORES NATURAIS,25029,1
IPSEP,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE TINTAS E MATERIAIS PARA PINTURA,25029,1
IPSEP,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA ESPECIALIZADO DE INSTRUMENTOS MUSICAIS E ACESSÓRIOS,25029,1
IPSEP,OUTROS SERVICOS,ATIVIDADES DE APOIO À AGRICULTURA NÃO ESPECIFICADAS ANTERIORMENTE,25029,1
IPSEP,OUTROS SERVICOS,"CONFECÇÃO, SOB MEDIDA, DE PEÇAS DO VESTUÁRIO, EXCETO ROUPAS ÍNTIMAS",25029,1
IPSEP,OUTROS SERVICOS,"CONFECÇÃO, SOB MEDIDA, DE ROUPAS PROFISSIONAIS",25029,1
IPSEP,OUTROS SERVICOS,FACÇÃO DE ROUPAS ÍNTIMAS,25029,1
IPSEP,OUTROS SERVICOS,OUTRAS ATIVIDADES DE SERVIÇOS PESSOAIS NÃO ESPECIFICADAS ANTERIORMENTE,25029,1
IPSEP,OUTROS SERVICOS,SERVIÇO DE PULVERIZAÇÃO E CONTROLE DE PRAGAS AGRÍCOLAS,25029,1
IPSEP,OUTROS SERVICOS,"SERVIÇOS COMBINADOS PARA APOIO A EDIFÍCIOS, EXCETO CONDOMÍNIOS PREDIAIS",25029,1
IPSEP,"REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",COMÉRCIO SOB CONSIGNAÇÃO DE VEÍCULOS AUTOMOTORES,25029,1
IPSEP,SAUDE,ATIVIDADE MÉDICA AMBULATORIAL COM RECURSOS P/ REALIZ DE EXAMES COMPLEMENTARES,25029,1
IPSEP,SAUDE,ATIVIDADES DE ACUPUNTURA,25029,1
IPSEP,SAUDE,ATIVIDADES DE FISIOTERAPIA,25029,1
IPSEP,SAUDE,ATIVIDADES DE FORNEC DE INFRA-ESTRUTURA DE APOIO E ASSIST A PACIENTE NO DOMICÍLIO,25029,1
IPSEP,SAUDE,LABORATÓRIOS DE ANATOMIA PATOLÓGICA E CITOLÓGICA,25029,1
IPSEP,SERVICOS DE INFORMATICA,DESENVOLVIMENTO E LICENCIAMENTO DE PROGRAMAS DE COMPUTADOR CUSTOMIZÁVEIS,25029,1
IPSEP,SERVICOS DE INFORMATICA,REPARAÇÃO E MANUTENÇÃO DE COMPUTADORES E DE EQUIPAMENTOS PERIFÉRICOS,25029,1
IPSEP,SERVICOS DE INFORMATICA,"SUPORTE TECNICO, MANUTENCAO E OUTROS SERVICOS EM TECNOLOGIA DA INFORMACAO",25029,1
IPSEP,"SERVICOS PUBLICOS, COMUNITARIOS E SOCIAIS",ATIVIDADES DE FRANQUEADAS  DO CORREIO NACIONAL,25029,1
IPSEP,"SERVICOS PUBLICOS, COMUNITARIOS E SOCIAIS",ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS LIGADAS À CULTURA E À ARTE,25029,1
IPSEP,"SERVICOS PUBLICOS, COMUNITARIOS E SOCIAIS",ORFANATOS,25029,1
IPSEP,TECNICO-CIENTIFICO,Design de produto,25029,1
IPSEP,TECNICO-CIENTIFICO,MARKETING DIRETO,25029,1
IPSEP,TECNICO-CIENTIFICO,"OBRAS DE URBANIZAÇÃO - RUAS, PRAÇAS E CALÇADAS",25029,1
IPSEP,TRANSPORTE E COMUNICACAO,Atividades auxiliares dos transportes aquaviários não especificadas anteriormente,25029,1
IPSEP,TRANSPORTE E COMUNICACAO,OUTRAS ATIVIDADES AUXILIARES DOS TRANSPORTES TERRESTRES N/ ESPECIF ANTERIORMENTE,25029,1
IPSEP,TRANSPORTE E COMUNICACAO,OUTROS TRANSPORTES RODOVIÁRIOS DE PASSAGEIROS NÃO ESPECIFICADOS ANTERIORMENTE,25029,1
IPSEP,TRANSPORTE E COMUNICACAO,"TRANSPORTE RODOV COLETIVO DE PASSAGEIROS, SOB REGIME DE FRETAMENTO, MUNICIPAL",25029,1
IPSEP,"TURISMO, HOSPEDAGEM E ASSEMELHADOS",OPERADORES TURÍSTICOS,25029,1
IPSEP,"TURISMO, HOSPEDAGEM E ASSEMELHADOS","ORGANIZAÇÃO DE EXCURSÕES EM VEÍCULOS RODOVIÁRIOS PRÓPRIOS, MUNICIPAL",25029,1
IPSEP,VETERINARIO E SIMILARES,Alojamento de animais domésticos,25029,1
IPUTINGA,ATIVIDADES AGROPECUARIAS E EXTRATIVAS,ATIVIDADES DE APOIO À EXTRAÇÃO DE MINERAIS NÃO-METÁLICOS,52200,1
IPUTINGA,ATIVIDADES AGROPECUARIAS E EXTRATIVAS,CRIAÇÃO DE BOVINOS PARA CORTE,52200,1
IPUTINGA,ATIVIDADES AGROPECUARIAS E EXTRATIVAS,"PRODUÇÃO DE MUDAS E OUTRAS FORMAS DE PROPAGAÇÃO VEGETAL, CERTIFICADAS",52200,1
IPUTINGA,ATIVIDADES AGROPECUARIAS E EXTRATIVAS,SERVIÇO DE PODA DE ÁRVORES PARA LAVOURAS,52200,1
IPUTINGA,COMERCIO ATACADISTA,"COMÉRCIO ATAC DE MERC EM GERAL, SEM PREDOMIN DE ALIMENT OU DE INSUMOS AGROPEC",52200,1
IPUTINGA,COMERCIO ATACADISTA,COMÉRCIO ATACADISTA DE ÁGUA MINERAL,52200,1
IPUTINGA,COMERCIO ATACADISTA,COMÉRCIO ATACADISTA DE ARTIGOS DE ESCRITÓRIO E DE PAPELARIA,52200,1
IPUTINGA,COMERCIO ATACADISTA,"COMÉRCIO ATACADISTA DE DEFENSIVOS AGRÍCOLAS, ADUBOS, FERTILIZANT E CORRET DO SOLO",52200,1
IPUTINGA,COMERCIO ATACADISTA,COMÉRCIO ATACADISTA DE EQUIPAMENTOS DE INFORMÁTICA,52200,1
IPUTINGA,COMERCIO ATACADISTA,COMÉRCIO ATACADISTA DE LEITE E LATICÍNIOS,52200,1
IPUTINGA,COMERCIO ATACADISTA,COMÉRCIO ATACADISTA DE MADEIRA E PRODUTOS DERIVADOS,52200,1
IPUTINGA,COMERCIO ATACADISTA,"COMÉRCIO ATACADISTA DE MÁQUINAS, APAR E EQUIP P/ USO AGROPEC/ PARTES E PEÇAS",52200,1
IPUTINGA,COMERCIO ATACADISTA,COMÉRCIO ATACADISTA DE MÓVEIS E ARTIGOS DE COLCHOARIA,52200,1
IPUTINGA,COMERCIO ATACADISTA,COMÉRCIO ATACADISTA DE OUTROS PRODUTOS QUÍMICOS E PETROQUÍMICOS N/ ESP ANTERIOR,52200,1
IPUTINGA,COMERCIO ATACADISTA,"COMÉRCIO ATACADISTA DE PRODUTOS DE HIGIENE, LIMPEZA E CONSERVAÇÃO DOMICILIAR",52200,1
IPUTINGA,COMERCIO ATACADISTA,"COMÉRCIO ATACADISTA DE RESÍDUOS E SUCATAS NÃO-METÁLICOS, EXC DE PAPEL E PAPELÃO",52200,1
IPUTINGA,COMERCIO ATACADISTA,COMÉRCIO ATACADISTA DE ROUPAS E ACESSÓRIOS P/ USO PROF E DE SEGUR DO TRABALHO,52200,1
IPUTINGA,COMERCIO ATACADISTA,COMÉRCIO ATACADISTA ESPECIALIZADO EM OUTROS PRODUT ALIMENT N/ ESP ANTERIORMENTE,52200,1
IPUTINGA,COMERCIO ATACADISTA,COMÉRCIO ATACADISTA ESPECIALIZADO EM OUTROS PRODUTOS INTERMEDIÁRIOS N/ ESP ANT,52200,1
IPUTINGA,COMERCIO ATACADISTA,"COMÉRCIO POR ATACADO DE AUTOMÓVEIS, CAMIONETAS E UTILITÁRIOS NOVOS E USADOS",52200,1
IPUTINGA,CONSERVAÇÃO E LIMPEZA,MANUTENÇÃO DE ESTAÇÕES E REDES DE TELECOMUNICAÇÕES,52200,1
IPUTINGA,CONSERVAÇÃO E LIMPEZA,"MANUTENÇÃO E REPARAÇÃO DE BATERIAS E ACUMULADORES ELÉTRICOS, EXCET P/ VEÍCULOS",52200,1
IPUTINGA,CONSERVAÇÃO E LIMPEZA,"MANUTENÇÃO E REPARAÇÃO DE EQUIPAMENTOS HIDRÁULICOS E PNEUMÁTICOS, EXC VÁLVULAS",52200,1
IPUTINGA,CONSERVAÇÃO E LIMPEZA,MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS MOTRIZES NÃO-ELÉTRICAS,52200,1
IPUTINGA,CONSERVAÇÃO E LIMPEZA,MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS-FERRAMENTA,52200,1
IPUTINGA,CONSERVAÇÃO E LIMPEZA,"MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS, EQUIP E APAR P/ TRANSP E ELEVAÇÃO DE CARGAS",52200,1
IPUTINGA,CONSERVAÇÃO E LIMPEZA,PINTURA PARA SINALIZAÇÃO EM PISTAS RODOVIÁRIAS E AEROPORTOS,52200,1
IPUTINGA,CONSERVAÇÃO E LIMPEZA,REPARAÇÃO E MANUTENÇÃO DE EQUIPAMENTOS DE COMUNICAÇÃO,52200,1
IPUTINGA,CONSERVAÇÃO E LIMPEZA,RESTAURAÇÃO DE OBRAS DE ARTE,52200,1
IPUTINGA,CONSTRUCAO CIVIL,CONSTRUÇÃO DE ESTAÇÕES E REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA,52200,1
IPUTINGA,CONSTRUCAO CIVIL,LOTEAMENTO DE IMOVEIS PROPRIOS,52200,1
IPUTINGA,CONSTRUCAO CIVIL,OBRAS DE ACABAMENTO EM GESSO E ESTUQUE,52200,1
IPUTINGA,CONSTRUCAO CIVIL,OBRAS DE IRRIGAÇÃO,52200,1
IPUTINGA,CONSTRUCAO CIVIL,PREPARAÇÃO DE CANTEIRO E LIMPEZA DE TERRENO,52200,1
IPUTINGA,CONSTRUCAO CIVIL,SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO NÃO ESPECIFICADOS ANTERIORMENTE,52200,1
IPUTINGA,DIVERSOES PUBLICAS,OUTRAS ATIVIDADES ESPORTIVAS NÃO ESPECIFICADAS ANTERIORMENTE,52200,1
IPUTINGA,EDUCACAO,ENSINO DE DANÇA,52200,1
IPUTINGA,EDUCACAO,ENSINO DE ESPORTES,52200,1
IPUTINGA,EDUCACAO,ENSINO DE IDIOMAS,52200,1
IPUTINGA,"ELETRODOMESTICO, VEICULO, PECAS E ACESSORIOS",COMÉRCIO A VAREJO DE PEÇAS E ACESSÓRIOS USADOS PARA VEÍCULOS AUTOMOTORES,52200,1
IPUTINGA,"ELETRODOMESTICO, VEICULO, PECAS E ACESSORIOS",COMÉRCIO A VAREJO DE PNEUMÁTICOS E CÂMARAS-DE-AR,52200,1
IPUTINGA,"ELETRODOMESTICO, VEICULO, PECAS E ACESSORIOS",COMÉRCIO VAREJISTA ESPECIALIZADO DE ELETRODOMÉSTICOS E EQUIP DE ÁUDIO E VÍDEO,52200,1
IPUTINGA,FORNECIMENTO DE MAO-DE-OBRA,LOCAÇÃO DE MÃO-DE-OBRA TEMPORÁRIA,52200,1
IPUTINGA,"FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",ATIVIDADES DE GRAVAÇÃO DE SOM E DE EDIÇÃO DE MÚSICA,52200,1
IPUTINGA,"FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO","EDIÇÃO DE CADASTROS, LISTAS E OUTROS PRODUTOS GRÁFICOS",52200,1
IPUTINGA,"FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",EDIÇÃO DE LIVROS,52200,1
IPUTINGA,"FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",EDIÇÃO DE REVISTAS,52200,1
IPUTINGA,"FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",Edição integrada a impressão de jornais diários,52200,1
IPUTINGA,"FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",ESTÚDIOS CINEMATOGRÁFICOS,52200,1
IPUTINGA,"FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",FOTOCÓPIAS,52200,1
IPUTINGA,"FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO","IMPRESSÃO DE LIVROS, REVISTAS E OUTRAS PUBLICAÇÕES PERIÓDICAS",52200,1
IPUTINGA,"FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",IMPRESSÃO DE MATERIAL PARA OUTROS USOS,52200,1
IPUTINGA,GUARDA E LOCACAO DE BENS MOVEIS,ALUGUEL DE ANDAIMES,52200,1
IPUTINGA,GUARDA E LOCACAO DE BENS MOVEIS,Atividades de monitoramento de sistemas de segurança eletrônico,52200,1
IPUTINGA,GUARDA E LOCACAO DE BENS MOVEIS,ATIVIDADES DE VIGILÂNCIA E SEGURANÇA PRIVADA,52200,1
IPUTINGA,GUARDA E LOCACAO DE BENS MOVEIS,GUARDA-MÓVEIS,52200,1
IPUTINGA,GUARDA E LOCACAO DE BENS MOVEIS,Outras atividades de serviços de segurança,52200,1
IPUTINGA,INDUSTRIA GERAL,"FAB DE PROD DE PAPEL, CART, PAP-CART E PAP OND P/ USO COM E DE ESC, EXC FOR CONTÍN",52200,1
IPUTINGA,INDUSTRIA GERAL,FABRICAÇÃO DE ALIMENTOS E PRATOS PRONTOS,52200,1
IPUTINGA,INDUSTRIA GERAL,"FABRICAÇÃO DE APARELHOS TELEFÔNICOS E DE OUT EQUIP DE COMUN, PEÇAS E ACESSÓRIOS",52200,1
IPUTINGA,INDUSTRIA GERAL,FABRICAÇÃO DE ARTEFATOS DE BORRACHA NÃO ESPECIFICADOS ANTERIORMENTE,52200,1
IPUTINGA,INDUSTRIA GERAL,FABRICAÇÃO DE ARTEFATOS DE JOALHERIA E OURIVESARIA,52200,1
IPUTINGA,INDUSTRIA GERAL,"FABRICAÇÃO DE ARTEFATOS DIVERSOS DE MADEIRA, EXCETO MÓVEIS",52200,1
IPUTINGA,INDUSTRIA GERAL,FABRICAÇÃO DE BISCOITOS E BOLACHAS,52200,1
IPUTINGA,INDUSTRIA GERAL,"FABRICAÇÃO DE EQUIPAMENTOS PARA IRRIGAÇÃO AGRÍCOLA, PEÇAS E ACESSÓRIOS",52200,1
IPUTINGA,INDUSTRIA GERAL,"FABRICAÇÃO DE FIOS, CABOS E CONDUTORES ELÉTRICOS ISOLADOS",52200,1
IPUTINGA,INDUSTRIA GERAL,"FABRICAÇÃO DE FORNOS IND, APAR E EQUIP N/ ELÉTR P/ INST TÉRM, PEÇAS E ACESSÓRIOS",52200,1
IPUTINGA,INDUSTRIA GERAL,"FABRICAÇÃO DE LETRAS, LETREIROS E PLACAS DE QUALQUER MATERIAL, EXCETO LUMINOSOS",52200,1
IPUTINGA,INDUSTRIA GERAL,"FABRICAÇÃO DE MADEIRA LAMINADA E DE CHAPAS DE MADEI COMPEN, PRENS E AGLOMERADA",52200,1
IPUTINGA,INDUSTRIA GERAL,FABRICAÇÃO DE MASSAS ALIMENTÍCIAS,52200,1
IPUTINGA,INDUSTRIA GERAL,FABRICAÇÃO DE OUTROS ARTIGOS DE CARPINTARIA PARA CONSTRUÇÃO,52200,1
IPUTINGA,INDUSTRIA GERAL,FABRICAÇÃO DE PRODUTOS DE LIMPEZA E POLIMENTO,52200,1
IPUTINGA,"INSTALACAO, COLOCACAO E MONTAGEM",INSTALAÇÃO DE OUTROS EQUIPAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE,52200,1
IPUTINGA,"INSTALACAO, COLOCACAO E MONTAGEM","INSTALAÇÃO E MANUTENÇÃO DE SIST CENTRAIS DE AR CONDIC, DE VENTIL E REFRIGERAÇÃO",52200,1
IPUTINGA,"INSTALACAO, COLOCACAO E MONTAGEM",SERVIÇOS DE MONTAGEM DE MÓVEIS DE QUALQUER MATERIAL,52200,1
IPUTINGA,INSTITUICOES FINANCEIRAS E SECURITARIAS,CASAS LOTÉRICAS,52200,1
IPUTINGA,INSTITUICOES FINANCEIRAS E SECURITARIAS,SOCIEDADES DE FOMENTO MERCANTIL - FACTORING,52200,1
IPUTINGA,"JURIDICO, ECONOMICO E TECNICO ADMINISTRATIVO",HOLDINGS DE INSTITUIÇÕES NÃO-FINANCEIRAS,52200,1
IPUTINGA,"JURIDICO, ECONOMICO E TECNICO ADMINISTRATIVO",SERVIÇOS ADVOCATÍCIOS,52200,1
IPUTINGA,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE ARTIGOS FOTOGRÁFICOS E PARA FILMAGEM,52200,1
IPUTINGA,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE ARTIGOS MÉDICOS E ORTOPÉDICOS,52200,1
IPUTINGA,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE BRINQUEDOS E ARTIGOS RECREATIVOS,52200,1
IPUTINGA,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE CARNES - AÇOUGUES,52200,1
IPUTINGA,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE MATERIAIS DE CONSTRUÇÃO EM GERAL,52200,1
IPUTINGA,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE PLANTAS E FLORES NATURAIS,52200,1
IPUTINGA,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE TINTAS E MATERIAIS PARA PINTURA,52200,1
IPUTINGA,OUTRAS ATIVIDADES VAREJISTAS,PEIXARIA,52200,1
IPUTINGA,OUTROS SERVICOS,ALUGUEL DE IMÓVEIS PRÓPRIOS,52200,1
IPUTINGA,OUTROS SERVICOS,"CONFECÇÃO, SOB MEDIDA, DE PEÇAS DO VESTUÁRIO, EXCETO ROUPAS ÍNTIMAS",52200,1
IPUTINGA,OUTROS SERVICOS,"CONFECÇÃO, SOB MEDIDA, DE ROUPAS PROFISSIONAIS",52200,1
IPUTINGA,OUTROS SERVICOS,ENVASAMENTO E EMPACOTAMENTO SOB CONTRATO,52200,1
IPUTINGA,OUTROS SERVICOS,FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE P/ CONSUMO DOMICILIAR,52200,1
IPUTINGA,OUTROS SERVICOS,OUTRAS ATIVIDADES DE SERVIÇOS PESSOAIS NÃO ESPECIFICADAS ANTERIORMENTE,52200,1
IPUTINGA,OUTROS SERVICOS,"OUTROS SERVIÇOS DE ACABAMENTO EM FIOS, TECIDOS, ARTEF TÊXT E PEÇAS DO VESTUÁRIO",52200,1
IPUTINGA,OUTROS SERVICOS,SERVIÇOS DE ALIMENTAÇÃO PARA EVENTOS E RECEPÇÕES - BUFÊ,52200,1
IPUTINGA,"REPRESENTACAO, AGENCIAMENTO, CORRETAGEM","REPRES.COMERCIAIS E AGENTES DO COMÉRCIO DE ELETRODOMÉSTICOS, MÓVEIS E ARTIGOS DE USO DOMÉSTICO",52200,1
IPUTINGA,"REPRESENTACAO, AGENCIAMENTO, CORRETAGEM","REPRESENTANTES COM E AGENTES DO COM DE TÊXTEIS, VEST, CALÇADOS E ART DE VIAGEM",52200,1
IPUTINGA,"REPRESENTACAO, AGENCIAMENTO, CORRETAGEM","REPRESENTANTES COMERCIAIS E AGENTES DO COM DE MÁQ, EQUIP, EMBARC E AERONAVES",52200,1
IPUTINGA,"REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",REPRESENTANTES COMERCIAIS E AGENTES DO COMÉRCIO DE VEÍCULOS AUTOMOTORES,52200,1
IPUTINGA,SAUDE,ATIVIDADE ODONTOLÓGICA,52200,1
IPUTINGA,SAUDE,"ATIVIDADES DE ATEND HOSPITALAR, EXC PRONTO-SOCORRO E UNIDADES P/ ATEND A URGÊNCIAS",52200,1
IPUTINGA,SAUDE,ATIVIDADES DE FISIOTERAPIA,52200,1
IPUTINGA,SERVICOS DE INFORMATICA,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,52200,1
IPUTINGA,SERVICOS DE INFORMATICA,DESENVOLVIMENTO E LICENCIAMENTO DE PROGRAMAS DE COMPUTADOR CUSTOMIZÁVEIS,52200,1
IPUTINGA,SERVICOS DE INFORMATICA,DESENVOLVIMENTO E LICENCIAMENTO DE PROGRAMAS DE COMPUTADOR NÃO-CUSTOMIZÁVEIS,52200,1
IPUTINGA,SERVICOS DE INFORMATICA,OUTRAS ATIVIDADES DE PRESTACAO DE SERVICOS DE INFORMACAO N/ ESPECIF ANTERIORMENTE,52200,1
IPUTINGA,SERVICOS DE INFORMATICA,"PORTAIS, PROVEDORES DE CONTEÚDO E OUTROS SERVIÇOS DE INFORMAÇÃO NA INTERNET",52200,1
IPUTINGA,SERVICOS DE INFORMATICA,Recarga de cartuchos para equipamentos de informatica,52200,1
IPUTINGA,"SERVICOS PUBLICOS, COMUNITARIOS E SOCIAIS",CARTÓRIOS,52200,1
IPUTINGA,"SERVICOS PUBLICOS, COMUNITARIOS E SOCIAIS",SERVIÇOS DE ASSISTÊNCIA SOCIAL SEM ALOJAMENTO,52200,1
IPUTINGA,SUPERMERCADOS E LOJAS DE DEPARTAMENTOS,"COM VAR DE MERC EM GERAL, COM PREDOMIN DE PROD ALIMENTÍCIOS - HIPERMERCADOS",52200,1
IPUTINGA,SUPERMERCADOS E LOJAS DE DEPARTAMENTOS,"COM VAR DE MERC EM GERAL, COM PREDOMIN DE PROD ALIMENTÍCIOS - SUPERMERCADOS",52200,1
IPUTINGA,TECNICO-CIENTIFICO,Atividades de design não especificadas anteriormente,52200,1
IPUTINGA,TECNICO-CIENTIFICO,ATIVIDADES TÉCNICAS RELACIONADAS À ENGENHARIA E ARQUITETURA N/ ESP ANTERIORMENTE,52200,1
IPUTINGA,TECNICO-CIENTIFICO,DESIGN DE INTERIORES,52200,1
IPUTINGA,TECNICO-CIENTIFICO,Design de produto,52200,1
IPUTINGA,TECNICO-CIENTIFICO,SERVIÇOS DE ARQUITETURA,52200,1
IPUTINGA,TECNICO-CIENTIFICO,SERVIÇOS DE DESENHO TÉCNICO RELACIONADOS À ARQUITETURA E ENGENHARIA,52200,1
IPUTINGA,TECNICO-CIENTIFICO,SERVIÇOS DE PERÍCIA TÉCNICA RELACIONADOS À SEGURANÇA DO TRABALHO,52200,1
IPUTINGA,TRANSPORTE E COMUNICACAO,AGÊNCIAS DE NOTÍCIAS,52200,1
IPUTINGA,TRANSPORTE E COMUNICACAO,CARGA E DESCARGA,52200,1
IPUTINGA,TRANSPORTE E COMUNICACAO,SERVIÇOS DE COMUNICAÇÃO MULTIMÍDIA - SCM,52200,1
IPUTINGA,TRANSPORTE E COMUNICACAO,SERVIÇOS DE MALOTE NÃO REALIZADOS PELO CORREIO NACIONAL,52200,1
IPUTINGA,TRANSPORTE E COMUNICACAO,"TRANSPORTE RODOVIÁRIO COLETIVO DE PASSAGEIROS, COM ITINERÁRIO FIXO, MUNICIPAL",52200,1
IPUTINGA,TRANSPORTE E COMUNICACAO,TRANSPORTE RODOVIÁRIO DE MUDANÇAS,52200,1
IPUTINGA,"TURISMO, HOSPEDAGEM E ASSEMELHADOS","ALBERGUES, EXCETO ASSISTENCIAIS",52200,1
IPUTINGA,"TURISMO, HOSPEDAGEM E ASSEMELHADOS",MOTÉIS,52200,1
IPUTINGA,"TURISMO, HOSPEDAGEM E ASSEMELHADOS","ORGANIZAÇÃO DE EXCURSÕES EM VEÍC RODOV PRÓPR, INTERMUN, INTEREST E INTERNACIONAL",52200,1
IPUTINGA,VETERINARIO E SIMILARES,Higiene e embelezamento de animais domésticos,52200,1
IPUTINGA,VETERINARIO E SIMILARES,SERVIÇO DE MANEJO DE ANIMAIS,52200,1
JAQUEIRA,CONSERVAÇÃO E LIMPEZA,COLETA DE RESÍDUOS NÃO-PERIGOSOS,1591,1
JAQUEIRA,CONSERVAÇÃO E LIMPEZA,REPARAÇÃO DE ARTIGOS DO MOBILIÁRIO,1591,1
JAQUEIRA,CONSTRUCAO CIVIL,OBRAS DE IRRIGAÇÃO,1591,1
JAQUEIRA,EDUCACAO,"ATIVIDADES DE APOIO À EDUCAÇÃO, EXCETO CAIXAS ESCOLARES",1591,1
JAQUEIRA,EDUCACAO,ENSINO FUNDAMENTAL,1591,1
JAQUEIRA,EDUCACAO,OUTRAS ATIVIDADES DE ENSINO NÃO ESPECIFICADAS ANTERIORMENTE,1591,1
JAQUEIRA,EDUCACAO,TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL,1591,1
